saved_at,id,created_at,text,name,screen_name,profile_image_url,retweet_count,favorite_count
2018-11-02_11:43:12,929157415085342720,Sat Nov 11 01:22:45 +0000 2017,ねこまんま団子食べてます美味しいですよ,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,1
2018-11-02_11:43:12,929156257813897216,Sat Nov 11 01:18:09 +0000 2017,天気kもよく楽しく過ごしています。,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,1
2018-11-02_11:43:12,929155911452565505,Sat Nov 11 01:16:46 +0000 2017,大人の遠足、最高です‼️,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-02_11:43:12,929151795615580160,Sat Nov 11 01:00:25 +0000 2017,良い天気と良いワインで気分は最高！,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,1
2018-11-02_11:43:12,929149426903289856,Sat Nov 11 00:51:00 +0000 2017,朝からワイン飲んでます,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-02_11:43:12,929145201414643712,Sat Nov 11 00:34:13 +0000 2017,寒い,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-02_11:43:12,929143408299352064,Sat Nov 11 00:27:05 +0000 2017,アットホームな雰囲気。めっちゃツボ♡,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-02_11:43:12,929142507484495872,Sat Nov 11 00:23:31 +0000 2017,雰囲気めっちゃええやんけ,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-02_11:43:12,929141078627819520,Sat Nov 11 00:17:50 +0000 2017,なんでもかんでも遠慮なく自由につぶやいてください！,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,1
2018-11-02_11:43:12,929141078627819520,Sat Nov 11 00:17:50 +0000 2017,なんでもかんでも遠慮なく自由につぶやいてください！,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,1
2018-11-02_11:43:12,929141078627819520,Sat Nov 11 00:17:50 +0000 2017,なんでもかんでも遠慮なく自由につぶやいてください！,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,1
