saved_at,id,created_at,text,name,screen_name,profile_image_url,retweet_count,favorite_count
2018-11-13_15:29:03,929171042219773952,2017-11-11_02:16:54,東晨洋酒で全種類の試飲にチャレンジ中であります！酸味がとても印象的ですね,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,1
2018-11-13_15:29:03,929169460883161088,2017-11-11_02:10:37,秋晴れの中昼から酔っ払いウレシー,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929168902369640448,2017-11-11_02:08:24,おでんおいしい晴れてよかったー,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929158438155837440,2017-11-11_01:26:49,山菜おこわとワインが合う〜,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,1
2018-11-13_15:29:03,929158173197402112,2017-11-11_01:25:46,お天気にも恵まれて最高な1日です！のむぞー,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929157415085342720,2017-11-11_01:22:45,ねこまんま団子食べてます美味しいですよ,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,1
2018-11-13_15:29:03,929156257813897216,2017-11-11_01:18:09,天気kもよく楽しく過ごしています。,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,1
2018-11-13_15:29:03,929155911452565505,2017-11-11_01:16:46,大人の遠足、最高です‼️,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929151795615580160,2017-11-11_01:00:25,良い天気と良いワインで気分は最高！,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,1
2018-11-13_15:29:03,929149426903289856,2017-11-11_00:51:00,朝からワイン飲んでます,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929145201414643712,2017-11-11_00:34:13,寒い,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929143408299352064,2017-11-11_00:27:05,アットホームな雰囲気。めっちゃツボ♡,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929142507484495872,2017-11-11_00:23:31,雰囲気めっちゃええやんけ,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,0
2018-11-13_15:29:03,929141078627819520,2017-11-11_00:17:50,なんでもかんでも遠慮なく自由につぶやいてください！,winetourism01,winetourism01,http://pbs.twimg.com/profile_images/928640020335902721/nhF7WBVg_normal.jpg,0,1
